Method,ROUGE-1,,,ROUGE-2,,,ROUGE-l,,,
,R1-Recall,R1-Precision,R1-F1-score,R2-Recall,R2-Precision,R2-F1-score,Rl-Recall,Rl-Precision,Rl-F1-score,
edmundson,0.478990318,1,0.608124793,0.427407547,0.984911602,0.54962621,0.478990318,1,0.608124793,0.681797287
kl,0.386129597,1,0.520561787,0.346561077,0.989849776,0.47320432,0.386129597,1,0.520561787,0.624777549
lexrank,0.510239626,1,0.644929372,0.461827167,0.994456476,0.59506515,0.510239626,1,0.644929372,0.706854088
lsa,0.479387279,1,0.611557647,0.423512118,0.991583766,0.550334846,0.479387279,1,0.611557647,0.68303562
luhn,0.585310832,1,0.707759792,0.549492856,0.993121619,0.672429675,0.585310832,1,0.707759792,0.755687266
textrank,0.510239626,1,0.644929372,0.461827167,0.994456476,0.59506515,0.510239626,1,0.644929372,0.706854088
