date-time,path,dung-luong(kb),thoi-gian(s),ngon-ngu,path,so-tu,so-cau,so-tu,so-cau,algorithm_summary,processing Time,predict text classification,R1-Recall,R1-Precision,R1-F1-score,R2-Recall,R2-Precision,R2-F1-score,Rl-Recall,Rl-Precision,Rl-F1-score
20230620_082951, vi/22.mp4,1971,71.59, vi, vi/22_vi.txt,168,7,35,2, lsa,26.06412435, the_gioi,0.302752294,1,0.464788729,0.20625,0.970588235,0.340206183,0.302752294,1,0.464788729
20230620_083021, vi/22.mp4,1971,71.59, vi, vi/22_vi.txt,168,7,64,2, luhn,21.47950792, the_gioi,0.412844037,1,0.58441558,0.375,0.983606557,0.542986421,0.412844037,1,0.58441558
20230620_083046, vi/22.mp4,1971,71.59, vi, vi/22_vi.txt,168,7,58,2, edmundson,25.36705756, the_gioi,0.458715596,1,0.628930813,0.35,0.98245614,0.516129028,0.458715596,1,0.628930813
20230620_083114, vi/22.mp4,1971,71.59, vi, vi/22_vi.txt,168,7,43,2, kl,24.3687253, the_gioi,0.311926606,1,0.475524472,0.2625,1,0.415841581,0.311926606,1,0.475524472
20230620_083142, vi/23.mp4,1868,36.03, vi, vi/23_vi.txt,132,4,100,2, lexrank,25.89032173, chinh_tri_xa_hoi,0.808988764,1,0.894409933,0.762295082,1,0.865116274,0.808988764,1,0.894409933
20230620_083213, vi/23.mp4,1868,36.03, vi, vi/23_vi.txt,132,4,100,2, textrank,21.45481753, chinh_tri_xa_hoi,0.808988764,1,0.894409933,0.762295082,1,0.865116274,0.808988764,1,0.894409933
20230620_083238, vi/23.mp4,1868,36.03, vi, vi/23_vi.txt,132,4,47,2, lsa,24.57598162, chinh_tri_xa_hoi,0.449438202,1,0.620155034,0.360655738,0.977777778,0.526946104,0.449438202,1,0.620155034
20230620_083308, vi/23.mp4,1868,36.03, vi, vi/23_vi.txt,132,4,100,2, luhn,22.48558164, chinh_tri_xa_hoi,0.808988764,1,0.894409933,0.762295082,1,0.865116274,0.808988764,1,0.894409933
20230620_083336, vi/23.mp4,1868,36.03, vi, vi/23_vi.txt,132,4,47,2, edmundson,22.71955037, chinh_tri_xa_hoi,0.449438202,1,0.620155034,0.360655738,0.977777778,0.526946104,0.449438202,1,0.620155034
20230620_083404, vi/23.mp4,1868,36.03, vi, vi/23_vi.txt,132,4,32,2, kl,23.99272251, chinh_tri_xa_hoi,0.280898876,1,0.438596488,0.245901639,1,0.394736839,0.280898876,1,0.438596488
20230620_083433, vi/24.mp4,1718,47.97, vi, vi/24_vi.txt,161,4,69,2, lexrank,53.78038263, kinh_doanh,0.554455446,1,0.713375792,0.44295302,0.985074627,0.611111107,0.554455446,1,0.713375792
20230620_083533, vi/24.mp4,1718,47.97, vi, vi/24_vi.txt,161,4,69,2, textrank,24.40250826, kinh_doanh,0.554455446,1,0.713375792,0.44295302,0.985074627,0.611111107,0.554455446,1,0.713375792
20230620_083601, vi/24.mp4,1718,47.97, vi, vi/24_vi.txt,161,4,69,2, lsa,27.86711931, kinh_doanh,0.554455446,1,0.713375792,0.44295302,0.985074627,0.611111107,0.554455446,1,0.713375792
20230620_083633, vi/24.mp4,1718,47.97, vi, vi/24_vi.txt,161,4,123,2, luhn,28.92148614, kinh_doanh,0.851485149,1,0.919786091,0.805369128,1,0.892193304,0.851485149,1,0.919786091
20230620_083706, vi/24.mp4,1718,47.97, vi, vi/24_vi.txt,161,4,38,2, edmundson,26.75374651, kinh_doanh,0.306930693,1,0.469696966,0.228187919,1,0.371584696,0.306930693,1,0.469696966
20230620_083737, vi/24.mp4,1718,47.97, vi, vi/24_vi.txt,161,4,38,2, kl,26.78965592, kinh_doanh,0.306930693,1,0.469696966,0.228187919,1,0.371584696,0.306930693,1,0.469696966
20230620_083807, vi/25.mp4,1458,28.35, vi, vi/25_vi.txt,82,2,82,2, lexrank,28.35353065, phap_luat,0.984848485,1,0.992366407,0.9875,1,0.993710687,0.984848485,1,0.992366407
20230620_083840, vi/25.mp4,1458,28.35, vi, vi/25_vi.txt,82,2,82,2, textrank,25.86579251, phap_luat,0.984848485,1,0.992366407,0.9875,1,0.993710687,0.984848485,1,0.992366407
20230620_083910, vi/25.mp4,1458,28.35, vi, vi/25_vi.txt,82,2,82,2, lsa,25.97297096, phap_luat,0.984848485,1,0.992366407,0.9875,1,0.993710687,0.984848485,1,0.992366407
20230620_083940, vi/25.mp4,1458,28.35, vi, vi/25_vi.txt,82,2,82,2, luhn,25.30501652, phap_luat,0.984848485,1,0.992366407,0.9875,1,0.993710687,0.984848485,1,0.992366407
20230620_084009, vi/25.mp4,1458,28.35, vi, vi/25_vi.txt,82,2,82,2, edmundson,27.31200409, phap_luat,0.984848485,1,0.992366407,0.9875,1,0.993710687,0.984848485,1,0.992366407
20230620_084041, vi/25.mp4,1458,28.35, vi, vi/25_vi.txt,82,2,82,2, kl,25.67110443, phap_luat,0.984848485,1,0.992366407,0.9875,1,0.993710687,0.984848485,1,0.992366407
20230620_084111, vi/26.mp4,1198,23.45, vi, vi/26_vi.txt,86,3,37,2, lexrank,27.25022292, phap_luat,0.484375,1,0.652631575,0.421686747,0.972222222,0.58823529,0.484375,1,0.652631575
20230620_084142, vi/26.mp4,1198,23.45, vi, vi/26_vi.txt,86,3,37,2, textrank,24.93411016, phap_luat,0.484375,1,0.652631575,0.421686747,0.972222222,0.58823529,0.484375,1,0.652631575
20230620_084211, vi/26.mp4,1198,23.45, vi, vi/26_vi.txt,86,3,83,2, lsa,27.50667524, phap_luat,0.96875,1,0.984126979,0.963855422,1,0.981595087,0.96875,1,0.984126979
20230620_084243, vi/26.mp4,1198,23.45, vi, vi/26_vi.txt,86,3,83,2, luhn,22.79322624, phap_luat,0.96875,1,0.984126979,0.963855422,1,0.981595087,0.96875,1,0.984126979
20230620_084309, vi/26.mp4,1198,23.45, vi, vi/26_vi.txt,86,3,37,2, edmundson,25.49421644, phap_luat,0.484375,1,0.652631575,0.421686747,0.972222222,0.58823529,0.484375,1,0.652631575
20230620_084339, vi/26.mp4,1198,23.45, vi, vi/26_vi.txt,86,3,37,2, kl,25.42188883, phap_luat,0.484375,1,0.652631575,0.421686747,0.972222222,0.58823529,0.484375,1,0.652631575
20230620_084408, vi/27.mp4,1823,51.22, vi, vi/27_vi.txt,206,11,80,2, lexrank,57.77309299, the_thao,0.45112782,1,0.621761654,0.390625,0.986842105,0.559701488,0.45112782,1,0.621761654
20230620_084510, vi/27.mp4,1823,51.22, vi, vi/27_vi.txt,206,11,80,2, textrank,23.85867262, the_thao,0.45112782,1,0.621761654,0.390625,0.986842105,0.559701488,0.45112782,1,0.621761654
20230620_084539, vi/27.mp4,1823,51.22, vi, vi/27_vi.txt,206,11,43,2, lsa,25.61947131, the_thao,0.285714286,1,0.444444441,0.21875,1,0.358974356,0.285714286,1,0.444444441
20230620_084610, vi/27.mp4,1823,51.22, vi, vi/27_vi.txt,206,11,80,2, luhn,24.32397223, the_thao,0.45112782,1,0.621761654,0.390625,0.986842105,0.559701488,0.45112782,1,0.621761654
20230620_084638, vi/27.mp4,1823,51.22, vi, vi/27_vi.txt,206,11,34,2, edmundson,25.29584169, the_thao,0.22556391,1,0.368098157,0.166666667,0.96969697,0.284444442,0.22556391,1,0.368098157
20230620_084710, vi/27.mp4,1823,51.22, vi, vi/27_vi.txt,206,11,34,2, kl,24.97863245, the_thao,0.203007519,1,0.337499997,0.15625,0.967741935,0.269058294,0.203007519,1,0.337499997
20230620_084740, vi/28.mp4,2301,48.92, vi, vi/28_vi.txt,143,5,81,2, lexrank,49.33211303, suc_khoe,0.64,1,0.7804878,0.566176471,1,0.72300469,0.64,1,0.7804878
20230620_084833, vi/28.mp4,2301,48.92, vi, vi/28_vi.txt,143,5,81,2, textrank,23.49015617, suc_khoe,0.64,1,0.7804878,0.566176471,1,0.72300469,0.64,1,0.7804878
20230620_084900, vi/28.mp4,2301,48.92, vi, vi/28_vi.txt,143,5,45,2, lsa,27.42659998, suc_khoe,0.4,1,0.571428567,0.323529412,1,0.488888885,0.4,1,0.571428567
20230620_084930, vi/28.mp4,2301,48.92, vi, vi/28_vi.txt,143,5,81,2, luhn,22.04726076, suc_khoe,0.64,1,0.7804878,0.566176471,1,0.72300469,0.64,1,0.7804878
20230620_084956, vi/28.mp4,2301,48.92, vi, vi/28_vi.txt,143,5,65,2, edmundson,24.5704937, suc_khoe,0.49,1,0.657718116,0.433823529,0.983333333,0.602040812,0.49,1,0.657718116
20230620_085024, vi/28.mp4,2301,48.92, vi, vi/28_vi.txt,143,5,56,2, kl,25.06082964, suc_khoe,0.44,1,0.611111107,0.382352941,0.981132075,0.550264546,0.44,1,0.611111107
20230620_085052, vi/29.mp4,2156,57, vi, vi/29_vi.txt,171,6,33,2, lexrank,53.95615172, phap_luat,0.19266055,1,0.32307692,0.168831169,1,0.288888886,0.19266055,1,0.32307692
20230620_085150, vi/29.mp4,2156,57, vi, vi/29_vi.txt,171,6,33,2, textrank,25.5276618, phap_luat,0.19266055,1,0.32307692,0.168831169,1,0.288888886,0.19266055,1,0.32307692
20230620_085219, vi/29.mp4,2156,57, vi, vi/29_vi.txt,171,6,46,2, lsa,27.13214278, phap_luat,0.357798165,1,0.527027023,0.285714286,1,0.444444441,0.357798165,1,0.527027023
20230620_085249, vi/29.mp4,2156,57, vi, vi/29_vi.txt,171,6,72,2, luhn,25.07316923, phap_luat,0.440366972,1,0.611464964,0.428571429,0.985074627,0.597285064,0.440366972,1,0.611464964
20230620_085318, vi/29.mp4,2156,57, vi, vi/29_vi.txt,171,6,55,2, edmundson,24.90337229, phap_luat,0.412844037,1,0.58441558,0.344155844,0.981481481,0.509615381,0.412844037,1,0.58441558
20230620_085346, vi/29.mp4,2156,57, vi, vi/29_vi.txt,171,6,55,2, kl,23.65522957, phap_luat,0.412844037,1,0.58441558,0.344155844,0.981481481,0.509615381,0.412844037,1,0.58441558
20230620_085413, vi/30.mp4,1935,54.31, vi, vi/30_vi.txt,131,6,33,2, lexrank,53.97293305, suc_khoe,0.326086957,1,0.491803275,0.25,0.96875,0.397435894,0.326086957,1,0.491803275
20230620_085510, vi/30.mp4,1935,54.31, vi, vi/30_vi.txt,131,6,33,2, textrank,22.86375785, suc_khoe,0.326086957,1,0.491803275,0.25,0.96875,0.397435894,0.326086957,1,0.491803275
20230620_085537, vi/30.mp4,1935,54.31, vi, vi/30_vi.txt,131,6,86,2, lsa,27.13840389, suc_khoe,0.706521739,1,0.828025473,0.653225806,0.987804878,0.786407762,0.706521739,1,0.828025473
20230620_085607, vi/30.mp4,1935,54.31, vi, vi/30_vi.txt,131,6,104,2, luhn,21.8649509, suc_khoe,0.826086957,1,0.9047619,0.782258065,0.989795918,0.873873869,0.826086957,1,0.9047619
20230620_085632, vi/30.mp4,1935,54.31, vi, vi/30_vi.txt,131,6,33,2, edmundson,24.82306147, suc_khoe,0.315217391,1,0.479338839,0.25,0.96875,0.397435894,0.315217391,1,0.479338839
20230620_085701, vi/30.mp4,1935,54.31, vi, vi/30_vi.txt,131,6,31,2, kl,23.65399003, suc_khoe,0.282608696,1,0.440677963,0.241935484,1,0.389610386,0.282608696,1,0.440677963
20230620_085728, vi/31.mp4,1498,58.14, vi, vi/31_vi.txt,159,3,93,2, lexrank,50.61557889, the_gioi,0.607476636,1,0.755813949,0.593103448,1,0.74458874,0.607476636,1,0.755813949
20230620_085822, vi/31.mp4,1498,58.14, vi, vi/31_vi.txt,159,3,93,2, textrank,21.81842017, the_gioi,0.607476636,1,0.755813949,0.593103448,1,0.74458874,0.607476636,1,0.755813949
20230620_085849, vi/31.mp4,1498,58.14, vi, vi/31_vi.txt,159,3,85,2, lsa,24.49085164, the_gioi,0.635514019,1,0.777142852,0.55862069,1,0.716814155,0.635514019,1,0.777142852
20230620_085916, vi/31.mp4,1498,58.14, vi, vi/31_vi.txt,159,3,140,2, luhn,21.42233157, the_gioi,0.906542056,1,0.950980387,0.868965517,0.992125984,0.926470583,0.906542056,1,0.950980387
20230620_085941, vi/31.mp4,1498,58.14, vi, vi/31_vi.txt,159,3,140,2, edmundson,24.44674253, the_gioi,0.906542056,1,0.950980387,0.868965517,0.992125984,0.926470583,0.906542056,1,0.950980387
20230620_090009, vi/31.mp4,1498,58.14, vi, vi/31_vi.txt,159,3,93,2, kl,23.10212755, the_gioi,0.607476636,1,0.755813949,0.593103448,1,0.74458874,0.607476636,1,0.755813949
20230620_090037, vi/32.mp4,1250,50.6, vi, vi/32_vi.txt,157,5,49,2, lexrank,51.27516389, phap_luat,0.376068376,1,0.546583847,0.315789474,1,0.479999996,0.376068376,1,0.546583847
20230620_090133, vi/32.mp4,1250,50.6, vi, vi/32_vi.txt,157,5,49,2, textrank,20.00651646, phap_luat,0.376068376,1,0.546583847,0.315789474,1,0.479999996,0.376068376,1,0.546583847
20230620_090158, vi/32.mp4,1250,50.6, vi, vi/32_vi.txt,157,5,57,2, lsa,23.36708117, phap_luat,0.427350427,1,0.598802391,0.361842105,0.982142857,0.52884615,0.427350427,1,0.598802391
20230620_090226, vi/32.mp4,1250,50.6, vi, vi/32_vi.txt,157,5,64,2, luhn,21.6430614, phap_luat,0.435897436,1,0.607142853,0.394736842,0.983606557,0.563380278,0.435897436,1,0.607142853
20230620_090251, vi/32.mp4,1250,50.6, vi, vi/32_vi.txt,157,5,57,2, edmundson,20.53807878, phap_luat,0.427350427,1,0.598802391,0.361842105,0.982142857,0.52884615,0.427350427,1,0.598802391
20230620_090315, vi/32.mp4,1250,50.6, vi, vi/32_vi.txt,157,5,57,2, kl,22.54444718, phap_luat,0.367521368,1,0.537499996,0.355263158,0.981818182,0.521739127,0.367521368,1,0.537499996
20230620_090341, vi/33.mp4,34609,581.22, vi, vi/33_vi.txt,1624,38,140,2, lexrank,228.4219887, chinh_tri_xa_hoi,0.128440367,1,0.227642274,0.09569378,1,0.174672487,0.128440367,1,0.227642274
20230620_090733, vi/33.mp4,34609,581.22, vi, vi/33_vi.txt,1624,38,140,2, textrank,26.99989438, chinh_tri_xa_hoi,0.128440367,1,0.227642274,0.09569378,1,0.174672487,0.128440367,1,0.227642274
20230620_090803, vi/33.mp4,34609,581.22, vi, vi/33_vi.txt,1624,38,105,2, lsa,27.81733441, chinh_tri_xa_hoi,0.110091743,1,0.198347106,0.07814992,0.98989899,0.144863265,0.110091743,1,0.198347106
20230620_090835, vi/33.mp4,34609,581.22, vi, vi/33_vi.txt,1624,38,163,2, luhn,29.29993629, chinh_tri_xa_hoi,0.126911315,1,0.225237447,0.100478469,0.992125984,0.182476465,0.126911315,1,0.225237447
20230620_090908, vi/33.mp4,34609,581.22, vi, vi/33_vi.txt,1624,38,102,2, edmundson,27.38291621, chinh_tri_xa_hoi,0.102446483,1,0.18585298,0.068580542,0.988505747,0.128262489,0.102446483,1,0.18585298
20230620_090938, vi/33.mp4,34609,581.22, vi, vi/33_vi.txt,1624,38,78,2, kl,28.14592218, chinh_tri_xa_hoi,0.071865443,1,0.13409415,0.050239234,0.984375,0.095599392,0.071865443,1,0.13409415
20230620_091010, vi/34.mp4,19851,371.89, vi, vi/34_vi.txt,990,39,109,2, lexrank,176.2034631, chinh_tri_xa_hoi,0.182897862,1,0.309236945,0.128109453,0.990384615,0.226872245,0.182897862,1,0.309236945
20230620_091310, vi/34.mp4,19851,371.89, vi, vi/34_vi.txt,990,39,109,2, textrank,19.18705583, chinh_tri_xa_hoi,0.182897862,1,0.309236945,0.128109453,0.990384615,0.226872245,0.182897862,1,0.309236945
20230620_091332, vi/34.mp4,19851,371.89, vi, vi/34_vi.txt,990,39,26,2, lsa,19.2194171, chinh_tri_xa_hoi,0.057007126,1,0.107865168,0.029850746,0.96,0.057901085,0.057007126,1,0.107865168
20230620_091355, vi/34.mp4,19851,371.89, vi, vi/34_vi.txt,990,39,112,2, luhn,20.14445376, chinh_tri_xa_hoi,0.182897862,1,0.309236945,0.130597015,0.990566038,0.230769229,0.182897862,1,0.309236945
20230620_091418, vi/34.mp4,19851,371.89, vi, vi/34_vi.txt,990,39,60,2, edmundson,21.93052769, chinh_tri_xa_hoi,0.114014252,1,0.20469083,0.069651741,0.98245614,0.1300813,0.114014252,1,0.20469083
20230620_091443, vi/34.mp4,19851,371.89, vi, vi/34_vi.txt,990,39,84,2, kl,19.90851784, chinh_tri_xa_hoi,0.106888361,1,0.193133045,0.084577114,0.985507246,0.155784649,0.106888361,1,0.193133045
20230620_091507, vi/35.mp4,18195,615.49, vi, vi/35_vi.txt,1749,46,123,2, lexrank,277.8332961, phap_luat,0.115226337,1,0.206642065,0.07739726,0.99122807,0.143583226,0.115226337,1,0.206642065
20230620_091948, vi/35.mp4,18195,615.49, vi, vi/35_vi.txt,1749,46,123,2, textrank,26.94256401, phap_luat,0.115226337,1,0.206642065,0.07739726,0.99122807,0.143583226,0.115226337,1,0.206642065
20230620_092018, vi/35.mp4,18195,615.49, vi, vi/35_vi.txt,1749,46,66,2, lsa,29.01998162, phap_luat,0.082304527,1,0.152091253,0.043835616,0.984615385,0.083934425,0.082304527,1,0.152091253
20230620_092051, vi/35.mp4,18195,615.49, vi, vi/35_vi.txt,1749,46,298,2, luhn,29.42405677, phap_luat,0.223593964,1,0.365470849,0.173287671,0.996062992,0.295215867,0.223593964,1,0.365470849
20230620_092124, vi/35.mp4,18195,615.49, vi, vi/35_vi.txt,1749,46,99,2, edmundson,31.10577703, phap_luat,0.101508916,1,0.18430884,0.064383562,0.989473684,0.12090032,0.101508916,1,0.18430884
20230620_092158, vi/35.mp4,18195,615.49, vi, vi/35_vi.txt,1749,46,56,2, kl,28.39655495, phap_luat,0.056241427,1,0.106493505,0.035616438,0.981132075,0.068737607,0.056241427,1,0.106493505
20230620_092230, vi/36.mp4,13528,221.15, vi, vi/36_vi.txt,579,15,113,2, lexrank,162.9349864, chinh_tri_xa_hoi,0.230508475,1,0.374655644,0.19123506,0.989690722,0.320534221,0.230508475,1,0.374655644
20230620_092517, vi/36.mp4,13528,221.15, vi, vi/36_vi.txt,579,15,113,2, textrank,13.81356096, chinh_tri_xa_hoi,0.230508475,1,0.374655644,0.19123506,0.989690722,0.320534221,0.230508475,1,0.374655644
20230620_092534, vi/36.mp4,13528,221.15, vi, vi/36_vi.txt,579,15,34,2, lsa,14.52957201, chinh_tri_xa_hoi,0.098305085,1,0.179012344,0.061752988,0.96875,0.116104868,0.098305085,1,0.179012344
20230620_092552, vi/36.mp4,13528,221.15, vi, vi/36_vi.txt,579,15,230,2, luhn,16.89788413, chinh_tri_xa_hoi,0.46440678,1,0.634259255,0.420318725,0.995283019,0.59103641,0.46440678,1,0.634259255
20230620_092612, vi/36.mp4,13528,221.15, vi, vi/36_vi.txt,579,15,92,2, edmundson,15.28518367, chinh_tri_xa_hoi,0.240677966,1,0.387978139,0.175298805,0.988764045,0.297800336,0.240677966,1,0.387978139
20230620_092631, vi/36.mp4,13528,221.15, vi, vi/36_vi.txt,579,15,39,2, kl,14.40682077, chinh_tri_xa_hoi,0.084745763,1,0.156249999,0.067729084,0.971428571,0.126629422,0.084745763,1,0.156249999
20230620_092649, vi/37.mp4,8627,211.74, vi, vi/37_vi.txt,614,11,169,2, lexrank,92.24476647, chinh_tri_xa_hoi,0.310218978,1,0.473537601,0.290322581,0.992647059,0.449251244,0.310218978,1,0.473537601
20230620_092825, vi/37.mp4,8627,211.74, vi, vi/37_vi.txt,614,11,169,2, textrank,15.48768926, chinh_tri_xa_hoi,0.310218978,1,0.473537601,0.290322581,0.992647059,0.449251244,0.310218978,1,0.473537601
20230620_092844, vi/37.mp4,8627,211.74, vi, vi/37_vi.txt,614,11,167,2, lsa,16.28097701, chinh_tri_xa_hoi,0.357664234,1,0.526881717,0.290322581,0.992647059,0.449251244,0.357664234,1,0.526881717
20230620_092920, vi/37.mp4,8627,211.74, vi, vi/37_vi.txt,614,11,229,2, luhn,18.56981325, chinh_tri_xa_hoi,0.416058394,1,0.587628862,0.376344086,1,0.546874996,0.416058394,1,0.587628862
20230620_092944, vi/37.mp4,8627,211.74, vi, vi/37_vi.txt,614,11,172,2, edmundson,16.47350025, chinh_tri_xa_hoi,0.346715328,1,0.514905145,0.301075269,0.992907801,0.462046201,0.346715328,1,0.514905145
20230620_093005, vi/37.mp4,8627,211.74, vi, vi/37_vi.txt,614,11,27,2, kl,15.26733828, chinh_tri_xa_hoi,0.069343066,1,0.129692832,0.047311828,0.956521739,0.090163934,0.069343066,1,0.129692832
20230620_093024, vi/38.mp4,7420,168.35, vi, vi/38_vi.txt,570,11,213,2, lexrank,95.63077688, the_thao,0.480769231,1,0.649350645,0.408888889,0.994594595,0.579527555,0.480769231,1,0.649350645
20230620_093203, vi/38.mp4,7420,168.35, vi, vi/38_vi.txt,570,11,213,2, textrank,12.55199432, the_thao,0.480769231,1,0.649350645,0.408888889,0.994594595,0.579527555,0.480769231,1,0.649350645
20230620_093219, vi/38.mp4,7420,168.35, vi, vi/38_vi.txt,570,11,98,2, lsa,13.51702476, the_thao,0.230769231,1,0.374999997,0.182222222,1,0.308270674,0.230769231,1,0.374999997
20230620_093236, vi/38.mp4,7420,168.35, vi, vi/38_vi.txt,570,11,213,2, luhn,12.40696836, the_thao,0.480769231,1,0.649350645,0.408888889,0.994594595,0.579527555,0.480769231,1,0.649350645
20230620_093252, vi/38.mp4,7420,168.35, vi, vi/38_vi.txt,570,11,96,2, edmundson,13.29895902, the_thao,0.269230769,1,0.424242421,0.193333333,0.988636364,0.323420072,0.269230769,1,0.424242421
20230620_093308, vi/38.mp4,7420,168.35, vi, vi/38_vi.txt,570,11,63,2, kl,13.53936219, the_thao,0.2,1,0.333333331,0.135555556,1,0.238747552,0.2,1,0.333333331
20230620_093325, vi/39.mp4,7106,147.54, vi, vi/39_vi.txt,450,8,214,2, lexrank,69.49438977, chinh_tri_xa_hoi,0.559405941,1,0.717460313,0.505681818,0.994413408,0.670433141,0.559405941,1,0.717460313
20230620_093438, vi/39.mp4,7106,147.54, vi, vi/39_vi.txt,450,8,214,2, textrank,11.32935524, chinh_tri_xa_hoi,0.559405941,1,0.717460313,0.505681818,0.994413408,0.670433141,0.559405941,1,0.717460313
20230620_093452, vi/39.mp4,7106,147.54, vi, vi/39_vi.txt,450,8,106,2, lsa,12.56471252, chinh_tri_xa_hoi,0.356435644,1,0.525547441,0.286931818,0.990196078,0.444933917,0.356435644,1,0.525547441
20230620_093508, vi/39.mp4,7106,147.54, vi, vi/39_vi.txt,450,8,222,2, luhn,12.26296592, chinh_tri_xa_hoi,0.485148515,1,0.653333329,0.446022727,0.993670886,0.61568627,0.485148515,1,0.653333329
20230620_093524, vi/39.mp4,7106,147.54, vi, vi/39_vi.txt,450,8,160,2, edmundson,12.16147757, chinh_tri_xa_hoi,0.410891089,1,0.582456136,0.355113636,0.992063492,0.523012548,0.410891089,1,0.582456136
20230620_093539, vi/39.mp4,7106,147.54, vi, vi/39_vi.txt,450,8,102,2, kl,12.54606771, chinh_tri_xa_hoi,0.237623762,1,0.383999997,0.227272727,1,0.370370367,0.237623762,1,0.383999997
20230620_093555, vi/40.mp4,6064,105.42, vi, vi/40_vi.txt,279,7,80,2, lexrank,53.0431447, phap_luat,0.314102564,1,0.478048777,0.289795918,1,0.449367085,0.314102564,1,0.478048777
20230620_093651, vi/40.mp4,6064,105.42, vi, vi/40_vi.txt,279,7,80,2, textrank,10.18708897, phap_luat,0.314102564,1,0.478048777,0.289795918,1,0.449367085,0.314102564,1,0.478048777
20230620_093705, vi/40.mp4,6064,105.42, vi, vi/40_vi.txt,279,7,131,2, lsa,11.67165899, phap_luat,0.538461538,1,0.699999995,0.481632653,1,0.650137737,0.538461538,1,0.699999995
20230620_093719, vi/40.mp4,6064,105.42, vi, vi/40_vi.txt,279,7,100,2, luhn,11.11376333, phap_luat,0.397435897,1,0.568807335,0.371428571,1,0.541666663,0.397435897,1,0.568807335
20230620_093734, vi/40.mp4,6064,105.42, vi, vi/40_vi.txt,279,7,79,2, edmundson,12.5277338, phap_luat,0.358974359,1,0.528301883,0.306122449,0.986842105,0.467289716,0.358974359,1,0.528301883
20230620_093750, vi/40.mp4,6064,105.42, vi, vi/40_vi.txt,279,7,54,2, kl,10.59159112, phap_luat,0.243589744,1,0.391752574,0.204081633,0.980392157,0.337837835,0.243589744,1,0.391752574
20230620_093804, vi/41.mp4,3917,57.75, vi, vi/41_vi.txt,176,3,108,2, lexrank,52.57435417, chinh_tri_xa_hoi,0.6875,1,0.81481481,0.64,1,0.7804878,0.6875,1,0.81481481
20230620_093900, vi/41.mp4,3917,57.75, vi, vi/41_vi.txt,176,3,108,2, textrank,8.95876503, chinh_tri_xa_hoi,0.6875,1,0.81481481,0.64,1,0.7804878,0.6875,1,0.81481481
20230620_093912, vi/41.mp4,3917,57.75, vi, vi/41_vi.txt,176,3,103,2, lsa,9.911411524, chinh_tri_xa_hoi,0.65625,1,0.792452825,0.6,1,0.749999995,0.65625,1,0.792452825
20230620_093926, vi/41.mp4,3917,57.75, vi, vi/41_vi.txt,176,3,141,2, luhn,9.028695345, chinh_tri_xa_hoi,0.84375,1,0.915254232,0.8,0.991735537,0.885608851,0.84375,1,0.915254232
20230620_093938, vi/41.mp4,3917,57.75, vi, vi/41_vi.txt,176,3,141,2, edmundson,10.17509675, chinh_tri_xa_hoi,0.84375,1,0.915254232,0.8,0.991735537,0.885608851,0.84375,1,0.915254232
20230620_093952, vi/41.mp4,3917,57.75, vi, vi/41_vi.txt,176,3,103,2, kl,10.11941028, chinh_tri_xa_hoi,0.65625,1,0.792452825,0.6,1,0.749999995,0.65625,1,0.792452825
20230620_094006, vi/42.mp4,3830,52.44, vi, vi/42_vi.txt,196,6,140,2, lexrank,35.79146123, suc_khoe,0.769230769,1,0.869565212,0.738372093,1,0.849498323,0.769230769,1,0.869565212
20230620_094045, vi/42.mp4,3830,52.44, vi, vi/42_vi.txt,196,6,140,2, textrank,8.685599804, suc_khoe,0.769230769,1,0.869565212,0.738372093,1,0.849498323,0.769230769,1,0.869565212
20230620_094057, vi/42.mp4,3830,52.44, vi, vi/42_vi.txt,196,6,133,2, lsa,9.181377888, suc_khoe,0.717948718,1,0.835820891,0.686046512,0.991596639,0.810996559,0.717948718,1,0.835820891
20230620_094110, vi/42.mp4,3830,52.44, vi, vi/42_vi.txt,196,6,150,2, luhn,12.49842048, suc_khoe,0.803418803,1,0.890995256,0.790697674,0.99270073,0.880258895,0.803418803,1,0.890995256
20230620_094126, vi/42.mp4,3830,52.44, vi, vi/42_vi.txt,196,6,137,2, edmundson,9.431942463, suc_khoe,0.760683761,1,0.864077665,0.709302326,0.991869919,0.827118639,0.760683761,1,0.864077665
20230620_094138, vi/42.mp4,3830,52.44, vi, vi/42_vi.txt,196,6,37,2, kl,8.620859623, suc_khoe,0.213675214,1,0.352112673,0.174418605,1,0.2970297,0.213675214,1,0.352112673
20230620_094151, vi/43.mp4,1577,59.68, vi, vi/43_vi.txt,218,5,119,2, lexrank,41.12728882, the_thao,0.580882353,1,0.734883716,0.535353535,1,0.697368417,0.580882353,1,0.734883716
20230620_094236, vi/43.mp4,1577,59.68, vi, vi/43_vi.txt,218,5,119,2, textrank,9.685299158, the_thao,0.580882353,1,0.734883716,0.535353535,1,0.697368417,0.580882353,1,0.734883716
20230620_094249, vi/43.mp4,1577,59.68, vi, vi/43_vi.txt,218,5,97,2, lsa,10.39200449, the_thao,0.529411765,1,0.692307688,0.474747475,0.989473684,0.641638221,0.529411765,1,0.692307688
20230620_100121, vi/43.mp4,1577,59.68, vi, vi/43_vi.txt,218,5,156,2, luhn,8.859220982, the_thao,0.735294118,1,0.847457622,0.702020202,0.992857143,0.822485202,0.735294118,1,0.847457622
